3124 Cancellations by cause
textbox1,,,,,,,,,,,,,
"Table 3124 - Train planned and cancellations by operator and cause, periodic data, April 2019 to March 2025",,,,,,,,,,,,,
,,,,,,,,,,,,,
Textbox22,Textbox24,financial_period_key,National_or_Operator,Trains_planned,Trains_part_cancelled1,Trains_full_cancelled,Cancellation_score__number_,NR_Responsible_infrastructure,NR_responsible_external_Event,TOC_responsible_TOC_fault,TOC_responsible_external_event,Percent_cancelled_periodic,Percent_cancelled_periodic__MAA_
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 03),South Western Railway,"37,646","1,011",477,983,365,235,356,23,2.6,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 04),South Western Railway,"42,281",837,772,"1,191",363,307,412,105,2.8,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 05),South Western Railway,"38,315",839,904,"1,324",496,322,438,67,3.5,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 06),South Western Railway,"42,665",728,462,826,337,212,210,64,1.9,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 07),South Western Railway,"39,940",543,217,489,218,84,156,29,1.2,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 08),South Western Railway,"40,672",815,715,"1,123",633,143,312,33,2.8,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 09),South Western Railway,"42,133","1,416",949,"1,657",976,305,354,23,3.9,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 10),South Western Railway,"15,591",334,681,848,217,150,440,26,5.4,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 11),South Western Railway,"42,366","1,109","1,740","2,295",684,643,907,54,5.4,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 12),South Western Railway,"43,893",667,686,"1,020",475,182,315,41,2.3,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 13),South Western Railway,"38,641",585,384,677,242,193,178,40,1.8,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 01),South Western Railway,"46,098","1,042","1,399","1,920",865,399,599,57,4.2,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 02),South Western Railway,"42,565",735,528,896,295,317,247,34,2.1,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 03),South Western Railway,"42,401",916,"1,014","1,472",627,145,662,36,3.5,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 04),South Western Railway,"36,413",777,540,929,331,208,305,61,2.5,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 05),South Western Railway,"38,050",529,440,705,205,78,369,29,1.9,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 06),South Western Railway,"39,391",625,528,841,390,43,346,59,2.1,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),South Western Railway,"41,050","1,006",612,"1,115",332,220,494,55,2.7,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),South Western Railway,"44,829","1,118","1,216","1,775",459,766,448,98,4.0,3.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),South Western Railway,"40,928","1,381","1,720","2,411",697,359,"1,278",58,5.9,3.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),South Western Railway,"39,292","1,169","1,387","1,972",459,"1,044",438,25,5.0,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),South Western Railway,"40,886","1,055",815,"1,343",413,231,619,67,3.3,3.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),South Western Railway,"41,741","1,039",627,"1,147",403,267,417,47,2.7,3.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 13),South Western Railway,"45,082","1,011","1,178","1,684","1,047",249,288,60,3.7,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 01),South Western Railway,"39,948",900,"1,310","1,760",844,196,562,132,4.4,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 02),South Western Railway,"40,732",802,695,"1,096",259,526,274,37,2.7,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 03),South Western Railway,"44,080","1,011",596,"1,102",380,274,393,55,2.5,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 04),South Western Railway,"43,938","1,212",601,"1,207",677,114,349,67,2.7,3.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 05),South Western Railway,"43,467","1,167",990,"1,574",473,527,513,61,3.6,3.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 06),South Western Railway,"42,711",888,"1,255","1,699",290,603,777,29,4.0,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 07),South Western Railway,"42,545","1,472","1,145","1,881",796,265,750,70,4.4,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 08),South Western Railway,"44,182","1,247",882,"1,506",404,253,796,53,3.4,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 09),South Western Railway,"44,311","2,075","1,843","2,881",865,952,900,163,6.5,3.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 10),South Western Railway,"39,564",930,"1,280","1,745",341,251,"1,113",39,4.4,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 11),South Western Railway,"42,792","1,030",910,"1,425",667,155,556,47,3.3,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 12),South Western Railway,"43,985",849,730,"1,155",338,127,644,46,2.6,3.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 13),South Western Railway,"47,196","1,093",761,"1,308",500,189,571,48,2.8,3.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 01),Southeastern,"49,065",743,575,947,236,344,276,90,1.9,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 02),Southeastern,"49,705",948,481,955,382,181,338,53,1.9,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 03),Southeastern,"49,374",863,489,921,258,363,228,72,1.9,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 04),Southeastern,"49,666",985,559,"1,052",494,203,224,68,2.1,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 05),Southeastern,"48,626","1,316",625,"1,283",549,265,288,181,2.6,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 06),Southeastern,"49,245",760,357,737,253,113,292,79,1.5,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 07),Southeastern,"49,173","1,073",767,"1,304",532,261,373,137,2.7,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 08),Southeastern,"49,032","1,015",523,"1,031",282,170,479,100,2.1,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 09),Southeastern,"49,174","1,828",867,"1,781",779,181,543,277,3.6,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 10),Southeastern,"43,865","1,246",726,"1,349",384,365,509,91,3.1,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 11),Southeastern,"49,268","1,212",521,"1,127",469,265,282,111,2.3,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 12),Southeastern,"48,580","1,730","1,105","1,970",800,687,363,120,4.1,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 13),Southeastern,"48,987","1,034",675,"1,192",331,399,381,81,2.4,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 01),Southeastern,"37,149",347,224,398,162,68,147,19,1.1,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 02),Southeastern,"34,210",316,170,328,182,31,96,19,1.0,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 03),Southeastern,"36,680",453,209,436,159,123,109,44,1.2,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 04),Southeastern,"40,396",528,237,501,194,80,196,30,1.2,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 05),Southeastern,"41,217",762,399,780,266,131,305,78,1.9,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 06),Southeastern,"45,858",685,517,860,223,294,303,39,1.9,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 07),Southeastern,"49,551",786,388,781,403,69,250,58,1.6,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 08),Southeastern,"49,071","1,120",521,"1,081",294,144,579,64,2.2,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 09),Southeastern,"41,190",679,320,660,237,118,230,58,1.6,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 10),Southeastern,"37,145",775,525,913,287,344,225,56,2.5,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 11),Southeastern,"43,437",691,857,"1,203",323,486,328,62,2.8,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 12),Southeastern,"38,422",819,648,"1,058",171,521,224,141,2.8,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 13),Southeastern,"33,529",381,245,436,185,93,128,29,1.3,1.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 01),Southeastern,"40,484",474,284,521,174,68,209,69,1.3,1.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 02),Southeastern,"38,447",460,268,498,189,49,225,35,1.3,1.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 03),Southeastern,"39,655",773,328,715,324,102,235,47,1.8,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 04),Southeastern,"38,866",694,284,631,266,63,243,59,1.6,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 05),Southeastern,"40,267",553,524,801,290,207,275,29,2.0,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 06),Southeastern,"40,238",657,483,812,442,72,257,39,2.0,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 07),Southeastern,"42,509",813,490,897,511,45,283,56,2.1,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 08),Southeastern,"42,520","1,054",673,"1,200",636,142,349,72,2.8,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 09),Southeastern,"42,148",850,603,"1,028",357,126,446,99,2.4,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 10),Southeastern,"35,281",762,388,769,359,63,320,26,2.2,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 11),Southeastern,"41,135",597,423,722,268,145,226,81,1.8,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 12),Southeastern,"42,540",908,"1,854","2,308",182,"1,718",293,113,5.4,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 13),Southeastern,"39,875",727,536,900,343,219,243,88,2.3,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 01),Southeastern,"45,712",547,349,623,141,199,220,63,1.4,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 02),Southeastern,"43,107",828,285,699,281,100,244,74,1.6,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 03),Southeastern,"38,040",837,401,820,353,72,343,52,2.2,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 04),Southeastern,"42,738",791,843,"1,239",505,208,366,160,2.9,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 05),Southeastern,"35,334",904,586,"1,038",389,309,289,50,2.9,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 06),Southeastern,"41,659",820,395,805,431,80,255,38,1.9,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 07),Southeastern,"38,860",463,248,480,100,82,260,38,1.2,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 08),Southeastern,"41,008","1,028",657,"1,171",380,379,325,87,2.9,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 09),Southeastern,"41,158","1,076",583,"1,121",320,240,476,85,2.7,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 10),Southeastern,"24,073","1,172","2,351","2,937",758,"1,659",444,76,12.2,2.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 11),Southeastern,"39,047",961,610,"1,091",605,63,363,60,2.8,3.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 12),Southeastern,"42,497","1,063",611,"1,143",608,125,371,39,2.7,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2022 to Mar 2023 (Period 13),Southeastern,"38,737",990,526,"1,021",532,112,340,37,2.6,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 01),Southeastern,"42,939",526,216,479,163,50,220,46,1.1,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 02),Southeastern,"39,978",730,268,633,240,150,217,26,1.6,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 03),Southeastern,"38,426",937,450,919,401,287,187,43,2.4,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 04),Southeastern,"40,746",783,377,769,394,114,226,34,1.9,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 05),Southeastern,"42,017",651,422,748,285,107,300,56,1.8,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 06),Southeastern,"38,776",648,303,627,195,196,178,59,1.6,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 07),Southeastern,"40,498",786,458,851,348,168,288,47,2.1,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 08),Southeastern,"43,535",710,644,999,185,372,384,57,2.3,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 09),Southeastern,"41,457",767,473,857,234,146,408,69,2.1,2.5
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 10),Southeastern,"38,309","1,117","1,178","1,737",495,651,528,61,4.5,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 11),Southeastern,"41,961",998,375,874,293,147,340,93,2.1,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 12),Southeastern,"43,463",922,722,"1,183",334,292,465,92,2.7,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2023 to Mar 2024 (Period 13),Southeastern,"43,753",722,297,658,231,41,328,58,1.5,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 01),Southeastern,"40,981",603,283,585,213,144,199,29,1.4,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 02),Southeastern,"41,967",507,337,591,212,78,271,30,1.4,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 03),Southeastern,"43,617",699,432,782,310,122,284,65,1.8,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 04),Southeastern,"42,977",979,566,"1,056",329,237,442,47,2.5,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 05),Southeastern,"43,585",987,486,980,478,113,333,56,2.2,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 06),Southeastern,"43,536",928,558,"1,022",410,126,458,28,2.3,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 07),Southeastern,"43,880","1,041",616,"1,137",245,327,505,59,2.6,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 08),Southeastern,"43,314","1,126",558,"1,121",522,109,435,55,2.6,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 09),Southeastern,"43,692","1,517",890,"1,649",542,283,704,119,3.8,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 10),Southeastern,"37,764","1,050",944,"1,469",494,239,625,111,3.9,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 11),Southeastern,"44,014","1,102",551,"1,102",465,116,461,60,2.5,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 12),Southeastern,"44,539",943,448,920,307,176,384,52,2.1,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2024 to Mar 2025 (Period 13),Southeastern,"47,360","1,197",520,"1,119",430,262,380,46,2.4,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 01),TfW Rail,"24,890",471,289,525,246,113,155,11,2.1,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 02),TfW Rail,"25,680",294,134,281,75,22,165,19,1.1,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 03),TfW Rail,"26,563",340,246,416,121,141,141,13,1.6,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 04),TfW Rail,"26,488",587,353,647,195,101,334,17,2.4,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 05),TfW Rail,"26,316",632,403,719,140,101,462,16,2.7,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 06),TfW Rail,"26,502",546,324,597,119,34,419,23,2.3,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 07),TfW Rail,"26,415",636,424,742,193,102,427,20,2.8,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 08),TfW Rail,"26,310",823,683,"1,095",127,308,633,26,4.2,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 09),TfW Rail,"26,027",821,391,802,138,94,536,33,3.1,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 10),TfW Rail,"23,268",632,465,781,68,58,604,46,3.4,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 11),TfW Rail,"27,080",649,230,555,120,113,299,23,2.0,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 12),TfW Rail,"26,515",963,"1,092","1,574",120,"1,064",369,13,5.9,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2019 to Mar 2020 (Period 13),TfW Rail,"26,208",524,428,690,150,147,348,17,2.6,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 01),TfW Rail,"15,606",65,72,105,25,32,36,4,0.7,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 02),TfW Rail,"13,258",111,106,162,55,51,52,0,1.2,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 03),TfW Rail,"14,236",89,60,105,30,19,46,7,0.7,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 04),TfW Rail,"17,717",177,115,204,18,31,124,2,1.1,2.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 05),TfW Rail,"18,973",229,206,321,62,64,177,12,1.7,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 06),TfW Rail,"18,812",364,279,461,73,225,151,7,2.5,2.7
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 07),TfW Rail,"19,206",224,200,312,67,124,101,3,1.6,2.6
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 08),TfW Rail,"18,214",232,248,364,44,48,262,6,2.0,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 09),TfW Rail,"19,289",210,206,311,76,74,156,3,1.6,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 10),TfW Rail,"16,507",336,513,681,181,226,269,5,4.1,2.3
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 11),TfW Rail,"16,670",309,354,509,103,284,111,7,3.1,2.4
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 12),TfW Rail,"15,111",176,178,266,64,82,115,1,1.8,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2020 to Mar 2021 (Period 13),TfW Rail,"14,729",237,94,213,62,40,99,9,1.4,1.8
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 01),TfW Rail,"21,549",271,207,343,54,48,213,21,1.6,1.9
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 02),TfW Rail,"19,490",423,226,438,118,101,204,15,2.2,2.0
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 03),TfW Rail,"19,327",370,262,447,123,24,287,11,2.3,2.1
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 04),TfW Rail,"18,836",358,308,487,100,49,317,10,2.6,2.2
"Periodic cancellations score 
(percentage)","Moving annual average cancellations score 
(percentage)",Apr 2021 to Mar 2022 (Period 05),TfW Rail,"18,454",346,234,407,95,50,248,11,2.2,2.2
